id,text,category
12780,metal gate is broken. Can someone assist?,Welder
12781,I need a pest control because there are termites in the wooden furniture.,Pest Control
12782,Need professional assistance to fabricate aluminium fittings.,Aluminum Fabricator
12783,Who can help me? I need a small boundary wall built.,Mason
12784,my roof has started leaking. Looking for a reliable roofer.,Roofer
12785,I need professional help to finish the cement work.,Mason
12786,Can anyone recommend a good mason?,Mason
12787,Please send a house cleaner. my house needs a deep clean.,House Cleaner
12788,Can anyone recommend a good car mechanic?,Car Mechanic
12789,I would like to hire a house cleaner to do a deep cleaning.,House Cleaner
12790,Please send a plumber. a water pipe has burst.,Plumber
12791,I need a professional domestic helper to manage household tasks.,Domestic Helper
12792,I need a plumber because the sink is overflowing.,Plumber
12793,I'm searching for a reliable auto electrician.,Auto Electrician
12794,Looking for an experienced tire repair to replace the tyre.,Tire Repair
12795,Looking for an experienced gardener to trim the hedges.,Gardener
12796,I need a tire repair because my tyre has a puncture.,Tire Repair
12797,Who can deep clean the house for me?,House Cleaner
12798,I've been dealing with this issue: I need weekly house cleaning.,House Cleaner
12799,the engine is making unusual noises. Looking for a qualified car mechanic.,Car Mechanic
12800,my cupboard door is loose. I need this fixed soon.,Carpenter
12801,Looking for an experienced cook to prepare meals.,Cook
12802,Can anyone recommend a good tiler?,Tiler
12803,Can anyone help me? the circuit breaker keeps tripping.,Electrician
12804,Need urgent assistance because the fridge is warm inside.,Refrigerator Technician
12805,Please send a mobile phone technician. my phone won't turn on.,Mobile Phone Technician
12806,AC needs servicing. Can someone assist?,AC Technician
12807,my tyre is completely flat. I need this fixed as soon as possible.,Tire Repair
12808,Who can help? the television screen is blank.,TV Repair Technician
12809,I'm looking for a reliable ac technician.,AC Technician
12810,I would like to hire a roofer. gutters are blocked.,Roofer
12811,Please send a car mechanic. the vehicle is overheating.,Car Mechanic
12812,Who can repair aluminium fittings for me?,Aluminum Fabricator
12813,my window glass is cracked. I need this fixed soon.,Glass Installer
12814,Can anyone help me? I need brick laying for a new room.,Mason
12815,Need urgent help because freezer stopped freezing.,Refrigerator Technician
12816,I'm having an issue because the bike engine is noisy.,Motorcycle Mechanic
12817,Need someone reliable to repair the tyre.,Tire Repair
12818,I'm looking for a skilled cctv technician to install CCTV cameras.,CCTV Technician
12819,Can anyone recommend an experienced ac technician?,AC Technician
12820,I need a elder caregiver because my elderly father needs assistance.,Elder Caregiver
12821,Please send a mason. I need brick laying for a new room.,Mason
12822,Please send a aluminum fabricator. I need a new aluminium door.,Aluminum Fabricator
12823,Can anyone recommend a reliable office cleaner? the office floor needs cleaning.,Office Cleaner
12824,I would like to hire a office cleaner to sanitize the office.,Office Cleaner
12825,Who can help me? my CCTV system is not working.,CCTV Technician
12826,I have a flat tyre. I need this fixed soon.,Tire Repair
12827,the battery won't hold charge. I need this fixed as soon as possible.,Auto Electrician
12828,the computer keeps restarting. Looking for a qualified computer technician.,Computer Technician
12829,I need a car mechanic because the engine vibrates excessively.,Car Mechanic
12830,I need a professional mason to repair the wall.,Mason
12831,I'm having an issue because roof sheets are damaged.,Roofer
12832,I need someone to replace faulty switches.,Electrician
12833,power sockets are dead. Looking for an experienced electrician.,Electrician
12834,My situation is urgent because my tyre has a puncture.,Tire Repair
12835,I would like to hire a tv repair technician. television won't switch on.,TV Repair Technician
12836,I'm looking for a skilled security guard to provide security.,Security Guard
12837,Could someone help me to sanitize the workspace?,Office Cleaner
12838,I would like to hire a security guard. need security for an event.,Security Guard
12839,Please send a roofer. rainwater is coming through the roof.,Roofer
12840,Can a painter visit today? my living room needs painting.,Painter
12841,Need professional assistance to clean the office.,Office Cleaner
12842,My problem is that I need a boundary wall built. I need a mason.,Mason
12843,I need a plumber because a water pipe has burst.,Plumber
12844,the steel fence needs welding. Looking for a qualified welder.,Welder
12845,I would like to hire a mason. cement floor is damaged.,Mason
12846,Could someone help me to repair the computer?,Computer Technician
12847,I'm looking for a reliable computer technician.,Computer Technician
12848,I'm looking for a reliable cook.,Cook
12849,Can anyone recommend a reliable electrician? the lights keep flickering.,Electrician
12850,Looking for an experienced refrigerator technician to repair the refrigerator.,Refrigerator Technician
12851,cabinet hinges are loose. Can someone assist?,Carpenter
12852,I need a qualified tiler to replace damaged tiles.,Tiler
12853,I'm looking for a skilled domestic helper to assist with daily chores.,Domestic Helper
12854,cement floor is damaged. Can someone assist?,Mason
12855,I would like to hire a gardener. trees need pruning.,Gardener
12856,Who can help me? my metal gate is damaged.,Welder
12857,Need professional assistance to repair the CCTV system.,CCTV Technician
12858,Need urgent assistance because I need someone to prepare daily meals.,Cook
12859,I need professional help to trim the hedges.,Gardener
12860,I'm searching for a reliable pest control.,Pest Control
12861,Need professional assistance to replace damaged tiles.,Tiler
12862,my dining table needs repair. Looking for a qualified carpenter.,Carpenter
12863,Looking for an experienced elder caregiver to assist the senior.,Elder Caregiver
12864,I would like to hire a aluminum fabricator.,Aluminum Fabricator
12865,I'm looking for a skilled domestic helper to help around the house.,Domestic Helper
12866,the kitchen cabinet is broken. I need this fixed as soon as possible.,Carpenter
12867,I need a professional office cleaner to clean the office.,Office Cleaner
12868,Please send a mason; cement floor is damaged.,Mason
12869,I need professional help to repaint the room.,Painter
12870,Who can repair vehicle wiring for me?,Auto Electrician
12871,Could someone help me to service the air conditioner?,AC Technician
12872,television won't switch on. Looking for an experienced tv repair technician.,TV Repair Technician
12873,Need urgent help because kitchen wall tiles need replacing.,Tiler
12874,I'm searching for a reliable cctv technician.,CCTV Technician
12875,Please help because the garden is overgrown.,Gardener
12876,I need professional help to repair the wiring.,Electrician
12877,my CCTV recorder is not working. Could someone help?,CCTV Technician
12878,I need a qualified babysitter to provide childcare.,Babysitter
12879,I would like to hire a gardener. garden is overgrown.,Gardener
12880,Need urgent assistance because my CCTV recorder is not working.,CCTV Technician
12881,my motorcycle needs servicing. Looking for a qualified motorcycle mechanic.,Motorcycle Mechanic
12882,Need professional assistance to repair the computer.,Computer Technician
12883,Need professional assistance to install new glass.,Glass Installer
12884,Could someone recommend a reliable computer technician? I need virus removal.,Computer Technician
12885,Can anyone recommend an experienced washing machine technician?,Washing Machine Technician
12886,I'm looking for a skilled tv repair technician to inspect the television.,TV Repair Technician
12887,Please help because the battery keeps going flat.,Auto Electrician
12888,my metal gate is broken. Looking for a reliable welder.,Welder
12889,Can a painter visit today? my living room needs painting.,Painter
12890,Please help because my bedroom needs painting.,Painter
12891,Looking for an experienced domestic helper to assist with daily chores.,Domestic Helper
12892,Looking for an experienced auto electrician to check the battery.,Auto Electrician
